0,858407
0,858407
0,858407
0,141593
0,058407
0,191741
0,286979
0,358407
0,413963
0,058407
0,131135
0,191741
0,243023
0,286979
0,058407
0,141593
0,082769
0,030482
0,016302
0,058407
0,093974
0,232502
0,185071
0,308259
0,261593
0,218516
0,178630
0,141593
0,245041
0,208259
0,173851
0,266593
0,232502
0,200416
0,170164
0,141593
0,114566
0,088961
0,064670
0,041593
0,019641
0,093974
0,164848
0,141593
0,208259
0,185071
0,162869
0,224926
0,202817
0,181593
0,161200
0,141593
0,122725
0,178630
0,159774
0,141593
0,124049
0,107110
0,090745
0,074926
0,059625
0,044818
0,030482
0,016593
0,003131
0,009922
0,022586
0,023946
0,011158
0,001264
0,043001
0,030482
0,073100
0,060512
0,048259
0,036329
0,024710
0,013388
0,002352
0,008407
0,030482
0,019641
0,009063
0,001264
0,011349
0,021198
0,030821
0,040226
0,049419
0,013963
0,023243
0,032320
0,041203
0,049897
0,058407
0,066741
0,033665
0,042081
0,050327
0,058407
0,066328
0,074094
0,081708
0,089177
0,096503
0,103690
0,110744
0,080630
0,087765
0,094771
0,101651
0,108407
0,079646
0,051390
0,058407
0,065304
0,072083
0,078746
0,051685
0,058407
0,065019
0,038735
0,045399
0,019698
0,005593
0,001264
0,008014
0,016593
0,009810
0,003131
0,003446
0,009922
0,016302
0,022586
0,000852
0,005466
0,011692
0,017828
0,023875
0,029836
0,035712
0,041506
0,019247
0,025074
0,030821
0,036490
0,014870
0,020570
0,026193
0,031741
0,037215
0,042618
0,021806
0,027239
0,006794
0,012254
0,017643
0,022964
0,028219
0,033407
0,038532
0,043593
0,048591
0,053529
0,034165
0,039130
0,044036
0,048884
0,053674
0,058407
0,063086
0,067710
0,072280
0,076798
0,081264
0,062953
0,067447
0,071890
0,076284
0,080630
0,062827
0,067199
0,071522
0,075799
0,058407
0,062708
0,066963
0,071173
0,075339
0,079460
0,083538
0,087574
0,091568
0,095521
0,099433
0,103305
0,107138
0,110933
0,114689
0,118407
0,102188
0,105932
0,109639
0,113309
0,116944
0,120543
0,124108
0,108407
0,111996
0,115550
0,119071
0,122558
0,126013
0,110744
0,114221
0,117667
0,121080
0,124462
0,109549
0,094771
0,080127
0,065615
0,069170
0,072693
0,076185
0,079646
0,083077
0,068934
0,054914
0,058407
0,061871
0,065304
0,051540
0,054989
0,058407
0,061797
0,065158
0,068491
0,055060
0,041741
0,045129
0,048490
0,051823
0,055129
0,058407
0,061659
0,064885
0,068085
0,071259
0,058407
0,061595
0,048884
0,052083
0,055258
0,042721
0,045907
0,049069
0,052206
0,055319
0,043023
0,046147
0,049247
0,052324
0,055377
0,058407
0,061415
0,064400
0,067363
0,070303
0,073222
0,076120
0,064290
0,067199
0,055488
0,058407
0,061306
0,064184
0,052652
0,055540
0,058407
0,061254
0,064081
0,066888
0,069675
0,058407
0,061205
0,063982
0,052852
0,041798
0,044614
0,033665
0,036490
0,039295
0,028475
0,031289
0,020570
0,023391
0,012770
0,002220
0,005074
0,005380
0,002520
0,000322
0,003144
0,005948
0,008734
0,001528
0,001264
0,004038
0,006794
0,009533
0,000567
0,002177
0,004904
0,007614
0,002352
0,000363
0,009517
0,019336
0,029093
0,038789
0,036003
0,033234
0,030482
0,040054
0,049568
0,059024
0,056227
0,053447
0,050684
0,060022
0,057255
0,054506
0,051772
0,049055
0,046355
0,043670
0,052835
0,050147
0,047475
0,044818
0,042177
0,039552
0,036941
0,034346
0,031766
0,029201
0,026650
0,024114
0,021593
0,019086
0,016593
0,014114
0,011649
0,020466
0,017997
0,015542
0,013101
0,021815
0,019370
0,016939
0,014521
0,012116
0,009725
0,007346
0,004981
0,002628
0,000288
0,002039
0,004353
0,004126
0,001808
0,000498
0,002792
0,005074
0,003295
0,001009
0,001264
0,003526
0,005776
0,008014
0,010240
0,012454
0,004241
0,006459
0,008666
0,010862
0,002737
0,004937
0,003131
0,000928
0,001264
0,003446
0,005615
0,007774
0,009922
0,001984
0,004136
0,003748
0,011593
0,009423
0,017215
0,015042
0,012880
0,010728
0,008588
0,006458
0,004338
0,002228
0,000129
0,001960
0,005670
0,003578
0,001496
0,000576
0,002638
0,004690
0,002837
0,000781
0,001264
0,003300
0,005327
0,007344
0,000083
0,001937
0,003947
0,005948
0,007940
0,009922
0,011896
0,013860
0,015815
0,017761
0,019698
0,021626
0,023545
0,025455
0,027357
0,020139
0,022044
0,014870
0,016778
0,018678
0,020570
0,022452
0,015358
0,017244
0,019122
0,020991
0,022852
0,024704
0,026549
0,028385
0,021403
0,014451
0,016302
0,018145
0,019979
0,013091
0,014929
0,016759
0,018581
0,020394
0,022200
0,023999
0,025789
0,027572
0,029348
0,031115
0,032875
0,034628
0,036373
0,038111
0,039842
0,033144
0,034878
0,028219
0,029955
0,031685
0,033407
0,026807
0,028532
0,030250
0,031961
0,033665
0,035362
0,037052
0,038735
0,032231
0,033918
0,035597
0,037269
0,038935
0,040594
0,042246
0,035827
0,029434
0,031098
0,032756
0,034407
0,036052
0,037690
0,039322
0,040947
0,042566
0,044178
0,045784
0,047384
0,041119
0,042721
0,044317
0,038095
0,039694
0,041287
0,042873
0,044454
0,046028
0,047597
0,041452
0,043023
0,044588
0,046147
0,047700
0,049247
0,050788
0,052324
0,053853
0,047801
0,049334
0,050860
0,052381
0,053896
0,047901
0,041928
0,043454
0,044975
0,046489
0,040563
0,042081
0,043593
0,037705
0,039219
